Date,Open,High,Low,Close,Adj Close,Volume
2019/1/22,20.48,20.92,19.700001,19.76,19.76,78513700
2019/1/23,20.030001,20.48,19.549999,19.799999,19.799999,77811300
2019/1/24,20.059999,21.01,20.040001,20.85,20.85,97433400
2019/1/25,20.99,22.030001,20.790001,21.93,21.93,110239500
2019/1/28,20.32,21.01,20.02,20.18,20.18,135164100
2019/1/29,20.26,20.389999,19.049999,19.25,19.25,131202500
2019/1/30,21.49,23.129999,21.370001,23.09,23.09,211421200
2019/1/31,23.02,25.139999,22.83,24.41,24.41,182575600
2019/2/1,24.610001,24.84,24.07,24.51,24.51,105356200
2019/2/4,24.43,24.66,24.07,24.129999,24.129999,70843800
2019/2/5,23.42,23.860001,22.98,23.309999,23.309999,122226000
2019/2/6,23.629999,24.139999,23.219999,23.26,23.26,78684300
2019/2/7,22.99,23.219999,22.32,22.67,22.67,86723900
2019/2/8,22.33,23.280001,22.27,23.049999,23.049999,78129300
2019/2/11,23.049999,23.280001,22.66,22.959999,22.959999,60578700
2019/2/12,23.43,23.559999,22.75,22.82,22.82,67595400
2019/2/13,22.98,23.24,22.709999,22.85,22.85,57544200
2019/2/14,22.74,23.370001,22.59,23.129999,23.129999,64441200
2019/2/15,23.58,24.049999,23.200001,23.68,23.68,78644100
2019/2/19,23.629999,24.41,23.610001,23.950001,23.950001,57517900
2019/2/20,24.139999,24.370001,23.9,23.950001,23.950001,57091600
2019/2/21,24.040001,24.33,23.85,23.92,23.92,49608200
2019/2/22,24.049999,24.360001,23.879999,24.360001,24.360001,52650700
2019/2/25,25.01,25.52,24.68,24.709999,24.709999,63221000
2019/2/26,24.65,24.719999,24.15,24.209999,24.209999,48470100
2019/2/27,24.110001,24.23,23.209999,23.48,23.48,62649300
2019/2/28,23.209999,23.67,23.110001,23.530001,23.530001,39384900
2019/3/1,23.969999,24.190001,23.450001,23.68,23.68,48084000
2019/3/4,23.889999,24.129999,23.01,23.370001,23.370001,48147700
2019/3/5,23.34,23.68,23.01,23.5,23.5,35462600
2019/3/6,23.469999,23.530001,22.4,22.41,22.41,60479400
2019/3/7,22.33,22.41,21.73,22.08,22.08,52186300
2019/3/8,21.35,22.09,21.040001,22.01,22.01,49967700
2019/3/11,22.15,23.08,21.98,22.959999,22.959999,54420200
2019/3/12,23.1,23.799999,22.780001,23.49,23.49,56410600
2019/3/13,23.66,24.15,23.35,23.379999,23.379999,56705800
2019/3/14,23.370001,23.49,22.799999,22.82,22.82,42818600
2019/3/15,23.1,23.65,23.01,23.290001,23.290001,46519900
2019/3/18,23.299999,23.620001,23.040001,23.25,23.25,34731800
2019/3/19,23.6,26.08,23.59,26,26,156052200
2019/3/20,26.49,26.879999,25.309999,25.700001,25.700001,151292100
2019/3/21,25.780001,28.110001,25.709999,27.889999,27.889999,129610300
2019/3/22,27.540001,27.75,26.33,26.370001,26.370001,115323300
2019/3/25,26.290001,26.99,25.540001,25.969999,25.969999,78438200
2019/3/26,26.690001,26.98,25.459999,25.690001,25.690001,75754100
2019/3/27,25.700001,25.879999,24.549999,24.889999,24.889999,88585300
2019/3/28,25.1,25.559999,24.65,25.059999,25.059999,64667500
2019/3/29,25.58,25.73,25.25,25.52,25.52,53502800
2019/4/1,26.42,26.559999,25.83,26.360001,26.360001,63000300
2019/4/2,26.51,26.799999,26.09,26.75,26.75,53358800
2019/4/3,28.02,29.950001,27.879999,29.02,29.02,197650500
2019/4/4,28.879999,29.389999,28.610001,29.09,29.09,82191100
2019/4/5,29.639999,29.690001,28.799999,28.98,28.98,65662700
2019/4/8,28.690001,28.950001,28.18,28.530001,28.530001,58002500
2019/4/9,28.24,28.379999,27.190001,27.24,27.24,75539800
2019/4/10,27.459999,28.120001,27.32,27.83,27.83,64368100
2019/4/11,27.809999,28.049999,27.459999,27.790001,27.790001,44801200
2019/4/12,28.209999,28.379999,27.66,27.85,27.85,41048800
2019/4/15,27.799999,27.84,26.959999,27.33,27.33,40812500
2019/4/16,27.719999,28.18,27.49,27.93,27.93,47340100
2019/4/17,28.209999,28.27,27.219999,27.49,27.49,48240800
2019/4/18,27.6,27.879999,27.34,27.68,27.68,39880900
2019/4/22,27.620001,28.23,27.389999,28.18,28.18,36477300
2019/4/23,28.18,28.49,27.790001,27.969999,27.969999,41777500
2019/4/24,28.1,28.85,27.93,28.459999,28.459999,51784700
2019/4/25,28.67,28.860001,27.360001,27.66,27.66,57329700
2019/4/26,27.66,27.9,27.049999,27.879999,27.879999,48827900
2019/4/29,27.9,28.139999,27.5,27.690001,27.690001,44532700
2019/4/30,27.59,27.799999,26.940001,27.629999,27.629999,73165900
2019/5/1,28.950001,29.15,26.780001,26.809999,26.809999,136066900
2019/5/2,26.940001,28.639999,26.610001,28.290001,28.290001,100514800
2019/5/3,28.299999,28.42,27.66,28.219999,28.219999,55503100
2019/5/6,26.719999,27.5,26.450001,27.42,27.42,70344100
2019/5/7,27.200001,27.35,26.209999,26.66,26.66,75868800
2019/5/8,26.41,27.709999,26.27,27.09,27.09,65967500
2019/5/9,26.700001,27.379999,26.030001,27.209999,27.209999,73150900
2019/5/10,27.030001,28.1,26.93,27.959999,27.959999,82930100
2019/5/13,26.98,27.23,26.1,26.24,26.24,99017900
2019/5/14,26.530001,27.48,26.15,27.32,27.32,82980400
2019/5/15,26.870001,27.790001,26.73,27.58,27.58,55689900
2019/5/16,27.370001,28.370001,27.27,28.01,28.01,67330100
2019/5/17,27.690001,28.459999,27.4,27.5,27.5,65385400
2019/5/20,26.98,27.24,26.49,26.68,26.68,69757400
2019/5/21,27.18,27.370001,26.93,27.35,27.35,46079200
2019/5/22,27.120001,27.59,27.07,27.41,27.41,40035300
2019/5/23,26.99,27.1,26.030001,26.360001,26.360001,67809200
2019/5/24,26.610001,26.93,26.4,26.440001,26.440001,39835800
2019/5/28,27.27,29.67,27.059999,29.049999,29.049999,146949600
2019/5/29,29,29.32,27.73,28.09,28.09,99969600
2019/5/30,28.4,28.559999,27.6,28.030001,28.030001,65289100
2019/5/31,27.57,28.360001,27.4,27.41,27.41,68667800
